title,drug,lng,lat,enrollment,status,locations,popuptext
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-91.547979,41.658974,6000,"Active, not recruiting","University of Iowa Hospitals & Clinics, Iowa City, Iowa, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />University of Iowa Hospitals & Clinics, Iowa City, Iowa, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-90.12031669999999,29.9407282,6000,"Active, not recruiting","Tulane University, New Orleans, Louisiana, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />Tulane University, New Orleans, Louisiana, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-70.276399,43.6531739,6000,"Active, not recruiting","Maine Medical Center, Portland, Maine, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />Maine Medical Center, Portland, Maine, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-77.0347487,39.0147079,6000,"Active, not recruiting","Holy Cross Hospital, Silver Spring, Maryland, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />Holy Cross Hospital, Silver Spring, Maryland, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-71.06278259999999,42.3495371,6000,"Active, not recruiting","Tufts Medical Center, Boston, Massachusetts, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />Tufts Medical Center, Boston, Massachusetts, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-71.1074884,42.3361091,6000,"Active, not recruiting","Brigham & Women's Hospital and Harvard Medical School, Boston, Massachusetts, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />Brigham & Women's Hospital and Harvard Medical School, Boston, Massachusetts, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-71.1049051,42.3397365,6000,"Active, not recruiting","Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-83.72787950000001,42.283286,6000,"Active, not recruiting","The University of Michigan Hospitals and Health Systems, Ann Arbor, Michigan, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />The University of Michigan Hospitals and Health Systems, Ann Arbor, Michigan, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-83.07581019999999,42.3635022,6000,"Active, not recruiting","Henry Ford Health System, Detroit, Michigan, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />Henry Ford Health System, Detroit, Michigan, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-93.2615378,44.9722477,6000,"Active, not recruiting","Hennepin Healthcare, Minneapolis, Minnesota, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />Hennepin Healthcare, Minneapolis, Minnesota, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-92.46688329999999,44.0226255,6000,"Active, not recruiting","Mayo Clinic, Rochester, Minnesota, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />Mayo Clinic, Rochester, Minnesota, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-114.0000297,46.8755594,6000,"Active, not recruiting","Providence St Patrick Hospital and International Heart Institute of MT Foundation, Missoula, Montana, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />Providence St Patrick Hospital and International Heart Institute of MT Foundation, Missoula, Montana, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-72.2729872,43.67536399999999,6000,"Active, not recruiting","Darmouth-Hitchhock Medical Center, Lebanon, New Hampshire, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />Darmouth-Hitchhock Medical Center, Lebanon, New Hampshire, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-74.05648819999999,40.8840343,6000,"Active, not recruiting","Hackensack University Medical Center, Hackensack, New Jersey, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />Hackensack University Medical Center, Hackensack, New Jersey, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-74.5952861,40.5683581,6000,"Active, not recruiting","Robert Wood Johnson University Hospital Somerset, Hillsborough, New Jersey, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />Robert Wood Johnson University Hospital Somerset, Hillsborough, New Jersey, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-74.450131,40.4952121,6000,"Active, not recruiting","Robert Wood Johnson University Hospital Somerset, 1 RWJ Place, New Brunswick, New Jersey, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />Robert Wood Johnson University Hospital Somerset, 1 RWJ Place, New Brunswick, New Jersey, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-74.2125193,40.7100492,6000,"Active, not recruiting","Robert Wood Johnson University Hospital Somerset, 201 Lyons Avenue, Newark, New Jersey, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />Robert Wood Johnson University Hospital Somerset, 201 Lyons Avenue, Newark, New Jersey, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-74.1653704,40.9028953,6000,"Active, not recruiting","St. Joseph's University Medical Center, Paterson, New Jersey, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />St. Joseph's University Medical Center, Paterson, New Jersey, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-73.8463639,40.855993,6000,"Active, not recruiting","Jacobi Medical Center, Bronx, New York, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />Jacobi Medical Center, Bronx, New York, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-73.9064045,40.8674032,6000,"Active, not recruiting","James J. Peters Veterans Administration Medical Center, Bronx, New York, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />James J. Peters Veterans Administration Medical Center, Bronx, New York, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-73.8166244,40.7003783,6000,"Active, not recruiting","Jamaica Hospital Medical Center, Jamaica, New York, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />Jamaica Hospital Medical Center, Jamaica, New York, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-73.4451577,41.4054443,6000,"Active, not recruiting","Danbury Hospital, Lagrangeville, New York, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />Danbury Hospital, Lagrangeville, New York, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-73.7013309,40.7752276,6000,"Active, not recruiting","North Shore University Hospital, Manhasset, New York, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />North Shore University Hospital, Manhasset, New York, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-73.70738279999999,40.7543773,6000,"Active, not recruiting","North Shore University Hospital, 270-05 76th Ave, New Hyde Park, New York, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />North Shore University Hospital, 270-05 76th Ave, New Hyde Park, New York, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-73.9533616,40.78986949999999,6000,"Active, not recruiting","Icahn School of Medicine at Mount Sinai, 350 East 17th Street, New York, New York, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />Icahn School of Medicine at Mount Sinai, 350 East 17th Street, New York, New York, United States"
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19),Remdesivir,-73.9533616,40.78986949999999,6000,"Active, not recruiting","Icahn School of Medicine at Mount Sinai, 1000 10th Avenue, New York, New York, United States","<b>Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734™) in Participants With Severe Coronavirus Disease (COVID-19)</b><br /><i>Active, not recruiting, n = 6000</i><br />Icahn School of Medicine at Mount Sinai, 1000 10th Avenue, New York, New York, United States"
