title,nct_number,locations,lng,lat,drug,source,rank,acronym,status,study_results,conditions,interventions,outcome_measures,sponsor_collaborators,gender,age,phases,enrollment,funded_bys,study_type,study_designs,other_i_ds,start_date,primary_completion_date,completion_date,first_posted,results_first_posted,last_update_posted,study_documents,url,popuptext
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),NCT04322123,"Hospital Beneficência Portuguesa - Real e Benemérita Associação Portuguesa de Beneficência, São Paulo, SP, Brazil",-46.6419505,-23.5664177,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,5,Coalition-I,"Active, not recruiting",No Results Available,Coronavirus Infections,Drug: Hydroxychloroquine Oral Product|Drug: Hydroxychloroquine + azithromycin,Evaluation of the clinical status|Ordinal scale in 7 days|Need of intubation and mechanical ventilation|Use of mechanical ventilation during hospital stay|Use of non-invasive ventilation|Hospital Length of Stay|All-cause mortality|Thromboembolic complications|Acute renal disfunction|Number of days alive and free of respiratory support up to 15 days,Hospital do Coracao|Hospital Israelita Albert Einstein|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network|EMS,All,"18 Years and older   (Adult, Older Adult)",Phase 3,630,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,Brazil COVID Coalition I Trial,"April 1, 2020","August 30, 2020","August 30, 2020","March 26, 2020",NA,"June 1, 2020",NA,https://ClinicalTrials.gov/show/NCT04322123,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19)</b><br /><i>Active, not recruiting, n = 630</i><br />Hospital Beneficência Portuguesa - Real e Benemérita Associação Portuguesa de Beneficência, São Paulo, SP, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),NCT04322123,"Hospital BP Mirante - Real e Benemérita, São Paulo, SP, Brazil",-46.64310810000001,-23.5674333,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,5,Coalition-I,"Active, not recruiting",No Results Available,Coronavirus Infections,Drug: Hydroxychloroquine Oral Product|Drug: Hydroxychloroquine + azithromycin,Evaluation of the clinical status|Ordinal scale in 7 days|Need of intubation and mechanical ventilation|Use of mechanical ventilation during hospital stay|Use of non-invasive ventilation|Hospital Length of Stay|All-cause mortality|Thromboembolic complications|Acute renal disfunction|Number of days alive and free of respiratory support up to 15 days,Hospital do Coracao|Hospital Israelita Albert Einstein|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network|EMS,All,"18 Years and older   (Adult, Older Adult)",Phase 3,630,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,Brazil COVID Coalition I Trial,"April 1, 2020","August 30, 2020","August 30, 2020","March 26, 2020",NA,"June 1, 2020",NA,https://ClinicalTrials.gov/show/NCT04322123,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19)</b><br /><i>Active, not recruiting, n = 630</i><br />Hospital BP Mirante - Real e Benemérita, São Paulo, SP, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),NCT04322123,"Hospital das Clínicas da FMUSP, São Paulo, SP, Brazil",-46.6698263,-23.5571357,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,5,Coalition-I,"Active, not recruiting",No Results Available,Coronavirus Infections,Drug: Hydroxychloroquine Oral Product|Drug: Hydroxychloroquine + azithromycin,Evaluation of the clinical status|Ordinal scale in 7 days|Need of intubation and mechanical ventilation|Use of mechanical ventilation during hospital stay|Use of non-invasive ventilation|Hospital Length of Stay|All-cause mortality|Thromboembolic complications|Acute renal disfunction|Number of days alive and free of respiratory support up to 15 days,Hospital do Coracao|Hospital Israelita Albert Einstein|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network|EMS,All,"18 Years and older   (Adult, Older Adult)",Phase 3,630,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,Brazil COVID Coalition I Trial,"April 1, 2020","August 30, 2020","August 30, 2020","March 26, 2020",NA,"June 1, 2020",NA,https://ClinicalTrials.gov/show/NCT04322123,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19)</b><br /><i>Active, not recruiting, n = 630</i><br />Hospital das Clínicas da FMUSP, São Paulo, SP, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),NCT04322123,"Hospital do Servidor Público Estadual - HSPE - IAMSPE, São Paulo, SP, Brazil",-46.6540085,-23.5969896,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,5,Coalition-I,"Active, not recruiting",No Results Available,Coronavirus Infections,Drug: Hydroxychloroquine Oral Product|Drug: Hydroxychloroquine + azithromycin,Evaluation of the clinical status|Ordinal scale in 7 days|Need of intubation and mechanical ventilation|Use of mechanical ventilation during hospital stay|Use of non-invasive ventilation|Hospital Length of Stay|All-cause mortality|Thromboembolic complications|Acute renal disfunction|Number of days alive and free of respiratory support up to 15 days,Hospital do Coracao|Hospital Israelita Albert Einstein|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network|EMS,All,"18 Years and older   (Adult, Older Adult)",Phase 3,630,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,Brazil COVID Coalition I Trial,"April 1, 2020","August 30, 2020","August 30, 2020","March 26, 2020",NA,"June 1, 2020",NA,https://ClinicalTrials.gov/show/NCT04322123,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19)</b><br /><i>Active, not recruiting, n = 630</i><br />Hospital do Servidor Público Estadual - HSPE - IAMSPE, São Paulo, SP, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),NCT04322123,"Hospital São Paulo - UNIFESP, São Paulo, SP, Brazil",-46.643593,-23.5975138,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,5,Coalition-I,"Active, not recruiting",No Results Available,Coronavirus Infections,Drug: Hydroxychloroquine Oral Product|Drug: Hydroxychloroquine + azithromycin,Evaluation of the clinical status|Ordinal scale in 7 days|Need of intubation and mechanical ventilation|Use of mechanical ventilation during hospital stay|Use of non-invasive ventilation|Hospital Length of Stay|All-cause mortality|Thromboembolic complications|Acute renal disfunction|Number of days alive and free of respiratory support up to 15 days,Hospital do Coracao|Hospital Israelita Albert Einstein|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network|EMS,All,"18 Years and older   (Adult, Older Adult)",Phase 3,630,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,Brazil COVID Coalition I Trial,"April 1, 2020","August 30, 2020","August 30, 2020","March 26, 2020",NA,"June 1, 2020",NA,https://ClinicalTrials.gov/show/NCT04322123,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19)</b><br /><i>Active, not recruiting, n = 630</i><br />Hospital São Paulo - UNIFESP, São Paulo, SP, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),NCT04322123,"Hospital Sírio-Libanês, São Paulo, SP, Brazil",-46.6748267,-23.5849389,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,5,Coalition-I,"Active, not recruiting",No Results Available,Coronavirus Infections,Drug: Hydroxychloroquine Oral Product|Drug: Hydroxychloroquine + azithromycin,Evaluation of the clinical status|Ordinal scale in 7 days|Need of intubation and mechanical ventilation|Use of mechanical ventilation during hospital stay|Use of non-invasive ventilation|Hospital Length of Stay|All-cause mortality|Thromboembolic complications|Acute renal disfunction|Number of days alive and free of respiratory support up to 15 days,Hospital do Coracao|Hospital Israelita Albert Einstein|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network|EMS,All,"18 Years and older   (Adult, Older Adult)",Phase 3,630,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,Brazil COVID Coalition I Trial,"April 1, 2020","August 30, 2020","August 30, 2020","March 26, 2020",NA,"June 1, 2020",NA,https://ClinicalTrials.gov/show/NCT04322123,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19)</b><br /><i>Active, not recruiting, n = 630</i><br />Hospital Sírio-Libanês, São Paulo, SP, Brazil"
Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19),NCT04322123,"Hospital SEPACO, São Paulo, S, Brazil",-46.62768819999999,-23.5951605,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,5,Coalition-I,"Active, not recruiting",No Results Available,Coronavirus Infections,Drug: Hydroxychloroquine Oral Product|Drug: Hydroxychloroquine + azithromycin,Evaluation of the clinical status|Ordinal scale in 7 days|Need of intubation and mechanical ventilation|Use of mechanical ventilation during hospital stay|Use of non-invasive ventilation|Hospital Length of Stay|All-cause mortality|Thromboembolic complications|Acute renal disfunction|Number of days alive and free of respiratory support up to 15 days,Hospital do Coracao|Hospital Israelita Albert Einstein|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network|EMS,All,"18 Years and older   (Adult, Older Adult)",Phase 3,630,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,Brazil COVID Coalition I Trial,"April 1, 2020","August 30, 2020","August 30, 2020","March 26, 2020",NA,"June 1, 2020",NA,https://ClinicalTrials.gov/show/NCT04322123,"<b>Safety and Efficacy of Hydroxychloroquine Associated With Azithromycin in SARS-Cov-2 Virus (COVID-19)</b><br /><i>Active, not recruiting, n = 630</i><br />Hospital SEPACO, São Paulo, S, Brazil"
"Open Label Study to Compare Efficacy, Safety and Tolerability of Hydroxychloroquine Combined With Azithromycin Compared to Hydroxychloroquine Combined With Camostat Mesylate and to ""no Treatment"" in SARS CoV 2 Virus",NCT04355052,"Sheba Medical Center, Ramat Gan, Israel",34.842852,32.04671,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,7,COSTA,Recruiting,No Results Available,COVID - 19,Drug: hydroxychloroquine in combination with camostat mesylate|Drug: Hydroxychloroquine in combination of Azithromycin,clinical state as reflected by NEWS scoring|positive PCR|prevention of ICU|prevention of assisted ventilation|prevention of ECMO|death,Sheba Medical Center,All,"18 Years to 120 Years   (Adult, Older Adult)",Phase 3,250,Other,Interventional,Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,7092-20-SMC,"April 11, 2020","October 11, 2020","December 11, 2020","April 21, 2020",NA,"April 21, 2020",NA,https://ClinicalTrials.gov/show/NCT04355052,"<b>Open Label Study to Compare Efficacy, Safety and Tolerability of Hydroxychloroquine Combined With Azithromycin Compared to Hydroxychloroquine Combined With Camostat Mesylate and to ""no Treatment"" in SARS CoV 2 Virus</b><br /><i>Recruiting, n = 250</i><br />Sheba Medical Center, Ramat Gan, Israel"
"Open Label Study to Compare Efficacy, Safety and Tolerability of Hydroxychloroquine Combined With Azithromycin Compared to Hydroxychloroquine Combined With Camostat Mesylate and to ""no Treatment"" in SARS CoV 2 Virus",NCT04355052,"Sheba Medical Center, Tel HaShomer, Israel",34.842852,32.04671,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,7,COSTA,Recruiting,No Results Available,COVID - 19,Drug: hydroxychloroquine in combination with camostat mesylate|Drug: Hydroxychloroquine in combination of Azithromycin,clinical state as reflected by NEWS scoring|positive PCR|prevention of ICU|prevention of assisted ventilation|prevention of ECMO|death,Sheba Medical Center,All,"18 Years to 120 Years   (Adult, Older Adult)",Phase 3,250,Other,Interventional,Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,7092-20-SMC,"April 11, 2020","October 11, 2020","December 11, 2020","April 21, 2020",NA,"April 21, 2020",NA,https://ClinicalTrials.gov/show/NCT04355052,"<b>Open Label Study to Compare Efficacy, Safety and Tolerability of Hydroxychloroquine Combined With Azithromycin Compared to Hydroxychloroquine Combined With Camostat Mesylate and to ""no Treatment"" in SARS CoV 2 Virus</b><br /><i>Recruiting, n = 250</i><br />Sheba Medical Center, Tel HaShomer, Israel"
Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,NCT04358081,"Novartis Investigative Site, Los Angeles, California, United States",-118.2436849,34.0522342,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,8,NA,Recruiting,No Results Available,Pneumonia,Drug: HCQ|Drug: HCQ+AZT|Drug: Placebo,Percentage of participants who achieve clinical response|Percentage of Participants with Viral Clearance|Number of participants receiving hydroxychloroquine or hydroxychloroquine and azithromycin with adverse events of hydroxychloroquin or hydroxychloroquine and azithromycin compared to placebo,Novartis Pharmaceuticals|Novartis,All,"18 Years and older   (Adult, Older Adult)",Phase 3,444,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",CJWT629A12301,"May 1, 2020","June 25, 2020","July 24, 2020","April 22, 2020",NA,"May 21, 2020",NA,https://ClinicalTrials.gov/show/NCT04358081,"<b>Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease</b><br /><i>Recruiting, n = 444</i><br />Novartis Investigative Site, Los Angeles, California, United States"
Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,NCT04358081,"Novartis Investigative Site, San Francisco, California, United States",-122.3955966,37.7689296,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,8,NA,Recruiting,No Results Available,Pneumonia,Drug: HCQ|Drug: HCQ+AZT|Drug: Placebo,Percentage of participants who achieve clinical response|Percentage of Participants with Viral Clearance|Number of participants receiving hydroxychloroquine or hydroxychloroquine and azithromycin with adverse events of hydroxychloroquin or hydroxychloroquine and azithromycin compared to placebo,Novartis Pharmaceuticals|Novartis,All,"18 Years and older   (Adult, Older Adult)",Phase 3,444,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",CJWT629A12301,"May 1, 2020","June 25, 2020","July 24, 2020","April 22, 2020",NA,"May 21, 2020",NA,https://ClinicalTrials.gov/show/NCT04358081,"<b>Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease</b><br /><i>Recruiting, n = 444</i><br />Novartis Investigative Site, San Francisco, California, United States"
Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,NCT04358081,"Novartis Investigative Site, Gainesville, Florida, United States",-82.32482619999999,29.6516344,HCQ + Azithromycin,data/clinical-trials-gov/2020-06-10/2020-06-10-clinical-trials-hcq-azithromycin.csv,8,NA,Recruiting,No Results Available,Pneumonia,Drug: HCQ|Drug: HCQ+AZT|Drug: Placebo,Percentage of participants who achieve clinical response|Percentage of Participants with Viral Clearance|Number of participants receiving hydroxychloroquine or hydroxychloroquine and azithromycin with adverse events of hydroxychloroquin or hydroxychloroquine and azithromycin compared to placebo,Novartis Pharmaceuticals|Novartis,All,"18 Years and older   (Adult, Older Adult)",Phase 3,444,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",CJWT629A12301,"May 1, 2020","June 25, 2020","July 24, 2020","April 22, 2020",NA,"May 21, 2020",NA,https://ClinicalTrials.gov/show/NCT04358081,"<b>Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease</b><br /><i>Recruiting, n = 444</i><br />Novartis Investigative Site, Gainesville, Florida, United States"
