Clinical Trial Title,,lng,lat,Drug
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Severe Coronavirus Disease (COVID-19),,120.6804919,24.1572247,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Severe Coronavirus Disease (COVID-19),,121.5189863,25.0407391,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Severe Coronavirus Disease (COVID-19),,-0.1743487,51.5178108,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Severe Coronavirus Disease (COVID-19),,-3.1357575,55.9215065,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Severe Coronavirus Disease (COVID-19),,-4.3402152,55.8628356,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Severe Coronavirus Disease (COVID-19),,-0.3582799,53.7442203,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Severe Coronavirus Disease (COVID-19),,-2.7995125,54.0423015,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Severe Coronavirus Disease (COVID-19),,-2.9641248,53.4093831,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Severe Coronavirus Disease (COVID-19),,-0.3195181,51.5751501,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Severe Coronavirus Disease (COVID-19),,-0.165596,51.553237,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Severe Coronavirus Disease (COVID-19),,-0.0938548,51.4681404,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Severe Coronavirus Disease (COVID-19),,-0.1340401,51.5245592,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Severe Coronavirus Disease (COVID-19),,-2.2277393,53.4607569,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Severe Coronavirus Disease (COVID-19),,-2.2277393,53.4607569,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Severe Coronavirus Disease (COVID-19),,-2.2294865,53.5178824,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Severe Coronavirus Disease (COVID-19),,-4.116408,50.4166994,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Severe Coronavirus Disease (COVID-19),,-1.4923035,53.379171,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-117.8441325,33.8520823,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-122.2688043,37.8642168,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-122.3824274,37.5923049,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-122.0888289,37.6979825,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-118.1288238,33.9191479,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-117.4323129,34.0723526,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-124.1424555,40.7839616,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-118.2957816,33.7886375,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-118.293899,34.0984583,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-118.3750021,34.0383728,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-118.5896036,34.1709445,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-117.6653709,33.5610031,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-117.186026,33.897404,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-122.0795279,37.3691517,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-117.9296357,33.624397,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-122.2582441,37.8235196,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-117.6086894,34.0324565,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-117.86362,33.779675,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-118.4302294,34.2189257,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-117.4694322,33.905076,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-121.2495341,38.765635,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-121.4694362,38.5713948,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-117.0951878,32.7913395,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-117.1251884,32.8297116,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-122.4385597,37.6587814,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-122.432128,37.7905249,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-122.4429971,37.7824144,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-121.8002512,37.2398041,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-122.1647052,37.7064867,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-121.9988333,37.3360472,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-118.4796445,34.0307739,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-122.7510442,38.4952463,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-122.1758669,37.4347593,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-104.8375727,39.7452818,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-104.9715971,39.7464498,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-104.9715971,39.7464498,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-104.9335815,39.7319823,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-105.086874,39.9699702,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-72.9223431,41.3163244,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-157.9000128,21.3632544,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-87.67369,41.8728476,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-87.6674637,41.8747917,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-87.5987133,41.7886079,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-86.1633559,39.7903409,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-91.547979,41.658974,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-90.1203167,29.9407282,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-70.276399,43.6531739,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-77.0347487,39.0147079,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-71.0627826,42.3495371,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-71.1074884,42.3361091,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-71.1049051,42.3397365,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-83.7278795,42.283286,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-83.0758102,42.3635022,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-93.2615378,44.9722477,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-92.4668833,44.0226255,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-114.0000297,46.8755594,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-72.2729872,43.675364,Remdesivir
Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,,-74.0564882,40.8840343,Remdesivir
