Clinical Trial Title,NCT number,Trial Locations,lng,lat,Drug
"Study of Immune Modulatory Drugs and Other Treatments in COVID-19 Patients: Sarilumab, Azithromycin, Hydroxychloroquine Trial - CORIMUNO-19 - VIRO",NCT04341870,"AP-HP Hôpital Pitié Salpétrière, Paris, France",2.3650429,48.8370792,HCQ + Azithromycin
"Study of Immune Modulatory Drugs and Other Treatments in COVID-19 Patients: Sarilumab, Azithromycin, Hydroxychloroquine Trial - CORIMUNO-19 - VIRO",NCT04341870,"AP-HP Hôpital Saint Antoine, Paris, France",2.3827263,48.8488116,HCQ + Azithromycin
Efficacy and Safety of Hydroxychloroquine and Azithromycin for the Treatment of Ambulatory Patients With Mild COVID-19,NCT04348474,"Prevent Senior Private Operadora de Saúde LTDA., São Paulo, Brazil",-46.6322189,-23.6181027,HCQ + Azithromycin
Randomized Comparison of Combination Azithromycin and Hydroxychloroquine vs. Hydroxychloroquine Alone for the Treatment of Confirmed COVID-19,NCT04336332,"Saint Barnabas Medical Center, Livingston, New Jersey, United States",-74.3036941,40.7637521,HCQ + Azithromycin
Randomized Comparison of Combination Azithromycin and Hydroxychloroquine vs. Hydroxychloroquine Alone for the Treatment of Confirmed COVID-19,NCT04336332,"Monmouth Medical Center, Long Branch, New Jersey, United States",-73.9854333,40.2954704,HCQ + Azithromycin
Randomized Comparison of Combination Azithromycin and Hydroxychloroquine vs. Hydroxychloroquine Alone for the Treatment of Confirmed COVID-19,NCT04336332,"Morristown Medical Center, Morristown, New Jersey, United States",-74.4656519,40.7894006,HCQ + Azithromycin
Randomized Comparison of Combination Azithromycin and Hydroxychloroquine vs. Hydroxychloroquine Alone for the Treatment of Confirmed COVID-19,NCT04336332,"Robert Wood Johnson University Hopsital, New Brunswick, New Jersey, United States",-74.450131,40.4952121,HCQ + Azithromycin
Randomized Comparison of Combination Azithromycin and Hydroxychloroquine vs. Hydroxychloroquine Alone for the Treatment of Confirmed COVID-19,NCT04336332,"Rutgers Cancer Institute of New Jersey, New Brunswick, New Jersey, United States",-74.4486555,40.4965117,HCQ + Azithromycin
Randomized Comparison of Combination Azithromycin and Hydroxychloroquine vs. Hydroxychloroquine Alone for the Treatment of Confirmed COVID-19,NCT04336332,"The University Hospital, Newark, New Jersey, United States",-74.1910884,40.7406294,HCQ + Azithromycin
Randomized Comparison of Combination Azithromycin and Hydroxychloroquine vs. Hydroxychloroquine Alone for the Treatment of Confirmed COVID-19,NCT04336332,"Overlook Hospital, Summit, New Jersey, United States",-74.3536318,40.7127936,HCQ + Azithromycin
An Open Randomized Study of Dalargin Effectiveness in Patients With Severe and Critical Manifestations of SARS-COVID-19,NCT04346693,"Burnasyan Federal Medical Biophysical Center FMBA of Russia, Moscow, Russian Federation",37.6172999,55.755826,HCQ + Azithromycin
Efficacy and Safety of Hydroxychloroquine and Azithromycin for the Treatment of Hospitalized Patients With Moderate to Severe COVID-19,NCT04329572,"Prevent Senior Private Operadora de Saúde LTDA., São Paulo, Brazil",-46.6322189,-23.6181027,HCQ + Azithromycin
"Efficacy of Hydroxychloroquine, Telmisartan and Azithromycin on the Survival of Hospitalized Elderly Patients With COVID-19",NCT04359953,"CHU de Strasbourg, Strasbourg, France",7.7462879,48.5764648,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"Alabama CRS, Birmingham, Alabama, United States",-86.8056842,33.5029685,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"UCLA CARE Center CRS, Los Angeles, California, United States",-118.4031397,34.0539099,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"University of Southern California CRS, Los Angeles, California, United States",-118.285117,34.0223519,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"UCSD Antiviral Research Center CRS, San Diego, California, United States",-117.1658249,32.7555263,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"Ucsf Hiv/Aids Crs, San Francisco, California, United States",-122.4561704,37.7641739,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"Harbor-UCLA CRS, Torrance, California, United States",-118.2947364,33.8298404,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"University of Colorado Hospital CRS, Aurora, Colorado, United States",-104.8420288,39.7426294,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"Whitman-Walker Health CRS, Washington, District of Columbia, United States",-77.0315469,38.9104557,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"The Ponce de Leon Center CRS, Atlanta, Georgia, United States",-84.3761076,33.771853,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"Northwestern University CRS, Chicago, Illinois, United States",-87.6168769,41.8960678,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"Rush University CRS, Chicago, Illinois, United States",-87.668852,41.8735131,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"Massachusetts General Hospital CRS (MGH CRS), Boston, Massachusetts, United States",-71.067566,42.3626109,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"New Jersey Medical School Clinical Research Center CRS, Newark, New Jersey, United States",-74.189656,40.7400804,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"Weill Cornell Chelsea CRS, New York, New York, United States",-73.9932413,40.7441606,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"Weill Cornell Uptown CRS, New York, New York, United States",-73.954897,40.7649151,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"University of Rochester Adult HIV Therapeutic Strategies Network CRS, Rochester, New York, United States",-77.6227808,43.1223345,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"Chapel Hill CRS, Chapel Hill, North Carolina, United States",-79.0469134,35.9049122,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"Greensboro CRS, Greensboro, North Carolina, United States",-79.7919754,36.0726354,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"Cincinnati Clinical Research Site, Cincinnati, Ohio, United States",-84.4675849,39.1473527,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"Case Clinical Research Site, Cleveland, Ohio, United States",-81.620474,41.504468,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"Ohio State University CRS, Columbus, Ohio, United States",-83.0306222,40.0068363,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"Penn Therapeutics, CRS, Philadelphia, Pennsylvania, United States",-75.1932137,39.9522188,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"University of Pittsburgh CRS, Pittsburgh, Pennsylvania, United States",-79.960835,40.4443533,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"The Miriam Hospital Clinical Research Site (TMH CRS) CRS, Providence, Rhode Island, United States",-71.398257,41.851722,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"Vanderbilt Therapeutics (VT) CRS, Nashville, Tennessee, United States",-86.8026551,36.1447034,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"Trinity Health and Wellness Center CRS, Dallas, Texas, United States",-96.8254278,32.744499,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"University of Washington AIDS CRS, Seattle, Washington, United States",-122.3035199,47.6553351,HCQ + Azithromycin
Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,NCT04358068,"Puerto Rico AIDS Clinical Trials Unit CRS, San Juan, Puerto Rico",-66.0522082,18.3966848,HCQ + Azithromycin
Epidemiology of SARS-CoV-2 and Mortality to Covid19 Disease in French Cancer Patients,NCT04341207,"Gustave Roussy, Villejuif, Val De Marne, France",2.3484483,48.7942588,HCQ + Azithromycin
Study Evaluating the Efficacy of Hydroxychloroquine and Azithromycine in Patients With COVID-19 and Hematological Malignancies (HYACINTHE),NCT04392128,"Institut de Cancérologie Strasbourg Europe, Strasbourg, France",7.7093834,48.5940073,HCQ + Azithromycin
Hydroxychloroquine and Zinc With Either Azithromycin or Doxycycline for Treatment of COVID-19 in Outpatient Setting,NCT04370782,"St Francis Hospital, Roslyn, New York, United States",-73.6702617,40.8046832,HCQ + Azithromycin
"Clinical Trial of Combined Use of Hydroxychloroquine, Azithromycin, and Tocilizumab for the Treatment of COVID-19",NCT04332094,"Hospital de la Santa Creu i Sant Pau, Barcelona, Spain",2.174314,41.4136997,HCQ + Azithromycin
"Pragmatic Factorial Trial of Hydroxychloroquine, Azithromycin, or Both for Treatment of Severe SARS-CoV-2 Infection",NCT04335552,"Duke Regional Hospital, Durham, North Carolina, United States",-78.9009425,36.036161,HCQ + Azithromycin
"Pragmatic Factorial Trial of Hydroxychloroquine, Azithromycin, or Both for Treatment of Severe SARS-CoV-2 Infection",NCT04335552,"Duke University Hospital, Durham, North Carolina, United States",-78.938442,36.0075052,HCQ + Azithromycin
"Pragmatic Factorial Trial of Hydroxychloroquine, Azithromycin, or Both for Treatment of Severe SARS-CoV-2 Infection",NCT04335552,"Durham VA Medical Center, Durham, North Carolina, United States",-78.9386528,36.0090122,HCQ + Azithromycin
"Pragmatic Factorial Trial of Hydroxychloroquine, Azithromycin, or Both for Treatment of Severe SARS-CoV-2 Infection",NCT04335552,"Duke Raleigh Hospital, Raleigh, North Carolina, United States",-78.618179,35.8282966,HCQ + Azithromycin
Azithromycin in Hospitalized COVID-19 Patients,NCT04359316,"Shahid Modarres Hospital, Shahid Beheshti University of Medical Sciences and Health Services, Tehran, Iran, Islamic Republic of",51.3980673,35.8001144,HCQ + Azithromycin
Effectiveness of Hydroxychloroquine in Covid-19 Patients,NCT04328272,"Ayub Teaching Institution, Abbottābād, K.p.k, Pakistan",73.2364723,34.2039639,HCQ + Azithromycin
Asymptomatic COVID-19 Trial,NCT04374552,"Robert Wood Johnson University Hospital, New Brunswick, New Jersey, United States",-74.450131,40.4952121,HCQ + Azithromycin
Hydroxychloroquine and Azithromycin as Prophylaxis for Healthcare Workers Dealing With COVID19 Patients,NCT04354597,"King Hussein Cancer Center, Amman, Jordan",35.8749208,32.0044797,HCQ + Azithromycin
Prevention of SARS-CoV-2 in Hospital Workers s Exposed to the Virus,NCT04344379,"Hopial Avicenne, Bobigny, France",2.4239471,48.9146194,HCQ + Azithromycin
Prevention of SARS-CoV-2 in Hospital Workers s Exposed to the Virus,NCT04344379,"Hôpital GHU Paris Saclay, Le Kremlin-Bicêtre, France",2.3522501,48.8105963,HCQ + Azithromycin
Prevention of SARS-CoV-2 in Hospital Workers s Exposed to the Virus,NCT04344379,"Hôpital Saint Antoine, Paris, France",2.3827263,48.8488116,HCQ + Azithromycin
Prevention of SARS-CoV-2 in Hospital Workers s Exposed to the Virus,NCT04344379,"Hôpital Broca, Paris, France",2.347284,48.834292,HCQ + Azithromycin
Prevention of SARS-CoV-2 in Hospital Workers s Exposed to the Virus,NCT04344379,"Hôpital La Pitié-Salpétrière, Paris, France",2.3650429,48.8370792,HCQ + Azithromycin
Prevention of SARS-CoV-2 in Hospital Workers s Exposed to the Virus,NCT04344379,"Hôpital Cochin, Paris, France",2.3402667,48.8368937,HCQ + Azithromycin
Prevention of SARS-CoV-2 in Hospital Workers s Exposed to the Virus,NCT04344379,"Hôpital européen Georges Pompidou, Paris, France",2.2727176,48.8396882,HCQ + Azithromycin
Prevention of SARS-CoV-2 in Hospital Workers s Exposed to the Virus,NCT04344379,"Hôpital Necker, Paris, France",2.3147044,48.845868,HCQ + Azithromycin
Use of Hydroxychloroquine Alone or Associated for Inpatients With SARS-CoV2 Virus (COVID-19),NCT04361461,"Apsen Farmacêutica S.A., São Paulo, Brazil",-46.7104346,-23.6477874,HCQ + Azithromycin
VA Remote and Equitable Access to COVID-19 Healthcare Delivery (VA-REACH TRIAL),NCT04363203,"San Francisco VA, San Francisco, California, United States",-122.5052644,37.782395,HCQ + Azithromycin
Novel Agents for Treatment of High-risk COVID-19 Positive Patients,NCT04374019,"University of Kentucky Markey Cancer Center, Lexington, Kentucky, United States",-84.5073963,38.0311683,HCQ + Azithromycin
Proactive Prophylaxis With Azithromycin and hydroxyChloroquine in Hospitalized Patients With COVID-19,NCT04322396,"Aalborg Sygehus, Aalborg, Denmark",9.9101091,57.0386022,HCQ + Azithromycin
Proactive Prophylaxis With Azithromycin and hydroxyChloroquine in Hospitalized Patients With COVID-19,NCT04322396,"Bispebjerg Hospital, Copenhagen, Denmark",12.5401313,55.7140142,HCQ + Azithromycin
Proactive Prophylaxis With Azithromycin and hydroxyChloroquine in Hospitalized Patients With COVID-19,NCT04322396,"Herlev-Gentofte Hospital, Copenhagen, Denmark",12.5467355,55.7388664,HCQ + Azithromycin
Proactive Prophylaxis With Azithromycin and hydroxyChloroquine in Hospitalized Patients With COVID-19,NCT04322396,"Hvidovre Hospital, Copenhagen, Denmark",12.470292,55.648779,HCQ + Azithromycin
Proactive Prophylaxis With Azithromycin and hydroxyChloroquine in Hospitalized Patients With COVID-19,NCT04322396,"Nordsjællands Hospital, Hillerød, Denmark",12.326221,55.930868,HCQ + Azithromycin
Proactive Prophylaxis With Azithromycin and hydroxyChloroquine in Hospitalized Patients With COVID-19,NCT04322396,"Odense Universitetshospital, Odense, Denmark",10.3675736,55.3850091,HCQ + Azithromycin
Proactive Prophylaxis With Azithromycin and hydroxyChloroquine in Hospitalized Patients With COVID-19,NCT04322396,"Roskilde Sygehus, Roskilde, Denmark",12.0903485,55.6361646,HCQ + Azithromycin
Proactive Prophylaxis With Azithromycin and hydroxyChloroquine in Hospitalized Patients With COVID-19,NCT04322396,"Slagelse Sygehus, Slagelse, Denmark",11.370371,55.400234,HCQ + Azithromycin
"Evaluate the Efficacy and Safety of Oral Hydroxychloroquine, Indomethacin and Zithromax in Subjects With Mild Symptoms of COVID-19",NCT04344457,"Perseverance Research Center, Scottsdale, Arizona, United States",-111.9264707,33.5871371,HCQ + Azithromycin
"Evaluate the Efficacy and Safety of Oral Hydroxychloroquine, Indomethacin and Zithromax in Subjects With Mild Symptoms of COVID-19",NCT04344457,"Covidcraz 19, Llc, New Orleans, Louisiana, United States",-90.0715323,29.9510658,HCQ + Azithromycin
Treatment in Patients With Suspected or Confirmed COVID-19 With Early Moderate or Severe Disease,NCT04344444,"University Medical Center New Orleans, New Orleans, Louisiana, United States",-90.0814661,29.960568,HCQ + Azithromycin
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,NCT04359095,"Hospital Universitario de Neiva, Neiva, Huila, Colombia",-75.2811942,2.9321351,HCQ + Azithromycin
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,NCT04359095,"Clínica Reina Sofía, Bogotá, Colombia",-74.0519893,4.7068994,HCQ + Azithromycin
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,NCT04359095,"Fundacion Cardio Infantil, Bogotá, Colombia",-74.0345157,4.7413984,HCQ + Azithromycin
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,NCT04359095,"Hospital Universitario San Ignacio, Bogotá, Colombia",-74.0640042,4.6282546,HCQ + Azithromycin
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,NCT04359095,"Clinica Universitaria Colombia, Bogotá, Colombia",-74.1065512,4.6482242,HCQ + Azithromycin
Effectiveness and Safety of Medical Treatment for SARS-CoV-2 (COVID-19) in Colombia,NCT04359095,"Hospital Universitario Nacional de Colombia, Bogotá, Colombia",-74.0957156,4.6489485,HCQ + Azithromycin
